hongchen     was created from 222.35.185.34        (Sun Jul 30 16:24:56 2006)
xueyu        was created from 218.18.41.127        (Thu Aug 24 23:09:24 2006)
xueyu        was created from 218.18.41.127        (Thu Aug 24 23:11:10 2006)
xueyu        was created from 218.18.41.127        (Thu Aug 24 23:14:09 2006)
xueyu        was created from 218.18.41.127        (Thu Aug 24 23:15:02 2006)
xueyu        was created from 218.18.41.127        (Thu Aug 24 23:15:59 2006)
xueyu        was created from 218.18.41.127        (Thu Aug 24 23:16:48 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:41:49 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:42:30 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:43:26 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:44:23 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:45:15 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:46:10 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:47:00 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:47:53 2006)
wdyue        was created from 218.18.41.127        (Thu Aug 24 23:48:43 2006)
baisheng     was created from 219.239.109.4        (Fri Aug 25 00:45:22 2006)
xixi         was created from 219.239.109.4        (Fri Aug 25 01:52:40 2006)
xixi         was created from 219.239.109.4        (Fri Aug 25 02:01:54 2006)
lllls        was created from 219.239.109.4        (Fri Aug 25 02:18:46 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 06:46:59 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 06:48:09 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 06:55:08 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 06:56:14 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 06:57:25 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:16:14 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:18:28 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:20:55 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:22:22 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:24:53 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:27:10 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:34:11 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:36:04 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:37:36 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:39:25 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:42:03 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:48:10 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:50:05 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:53:25 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:54:48 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 07:57:44 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 08:07:59 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 08:16:09 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 08:26:44 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 09:12:07 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 11:49:11 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 11:51:30 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 11:52:47 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 11:54:13 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 11:56:47 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 11:58:36 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 12:00:25 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 12:02:38 2006)
hhe          was created from 219.135.44.103       (Fri Aug 25 13:45:31 2006)
xfcy         was created from 219.137.174.30       (Fri Aug 25 15:03:55 2006)
liujia       was created from 218.70.88.156        (Fri Aug 25 15:08:34 2006)
neizha       was created from 222.183.94.26        (Fri Aug 25 17:21:30 2006)
enjoyqin     was created from 221.3.98.216         (Fri Aug 25 19:26:30 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 19:50:49 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 19:52:48 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 19:55:34 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 19:57:03 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 19:58:27 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:00:34 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:01:46 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:03:44 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:05:24 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:07:12 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:09:56 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:10:50 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:12:03 2006)
txwxzmg      was created from 58.210.83.10         (Fri Aug 25 20:13:24 2006)
book         was created from 211.140.158.174      (Fri Aug 25 20:14:49 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:39:23 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:40:16 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:41:47 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:42:41 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:43:42 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:44:41 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:45:44 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:46:41 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:47:37 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:48:37 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 20:48:50 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:49:30 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:50:44 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 20:50:45 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:51:41 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 20:52:35 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:52:38 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:53:38 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:54:37 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:55:34 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:56:48 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 20:57:44 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:57:48 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:58:50 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 20:59:39 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 20:59:58 2006)
bominlai     was created from 60.63.209.155        (Fri Aug 25 21:00:35 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 21:00:51 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 21:01:58 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 21:02:47 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 21:03:08 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 21:04:15 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 21:05:13 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 21:05:37 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 21:06:20 2006)
hanui        was created from 58.50.27.108         (Fri Aug 25 21:07:21 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 21:09:11 2006)
xiaoyao      was created from 203.88.222.8         (Fri Aug 25 21:11:15 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:28:26 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:29:18 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:30:03 2006)
wila         was created from 125.119.5.178        (Fri Aug 25 23:30:54 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:30:55 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:31:39 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:32:26 2006)
lyp          was created from 58.60.38.19          (Fri Aug 25 23:32:29 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:33:18 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:34:11 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:35:03 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:35:58 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:36:45 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:37:34 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:38:18 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:39:10 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:39:58 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:40:49 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:41:34 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:42:20 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:43:07 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:43:55 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:44:46 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:45:35 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:46:22 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:47:12 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:47:54 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:48:39 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:49:29 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:50:17 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:51:03 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:51:43 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:52:29 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:53:22 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:54:11 2006)
lyp          was created from 58.60.38.19          (Fri Aug 25 23:54:46 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:55:08 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:55:53 2006)
lyp          was created from 58.60.38.19          (Fri Aug 25 23:56:06 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:56:49 2006)
lyp          was created from 58.60.38.19          (Fri Aug 25 23:56:50 2006)
lypa         was created from 58.60.38.19          (Fri Aug 25 23:57:04 2006)
lypb         was created from 58.60.38.19          (Fri Aug 25 23:57:27 2006)
lyp          was created from 58.60.38.19          (Fri Aug 25 23:57:35 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:57:43 2006)
lypc         was created from 58.60.38.19          (Fri Aug 25 23:57:43 2006)
lypa         was created from 58.60.38.19          (Fri Aug 25 23:57:48 2006)
lypd         was created from 58.60.38.19          (Fri Aug 25 23:58:02 2006)
lypb         was created from 58.60.38.19          (Fri Aug 25 23:58:11 2006)
lyp          was created from 58.60.38.19          (Fri Aug 25 23:58:18 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:58:21 2006)
lypc         was created from 58.60.38.19          (Fri Aug 25 23:58:26 2006)
lypa         was created from 58.60.38.19          (Fri Aug 25 23:58:32 2006)
lypd         was created from 58.60.38.19          (Fri Aug 25 23:58:45 2006)
lypb         was created from 58.60.38.19          (Fri Aug 25 23:58:53 2006)
lyp          was created from 58.60.38.19          (Fri Aug 25 23:59:02 2006)
lypc         was created from 58.60.38.19          (Fri Aug 25 23:59:10 2006)
lypa         was created from 58.60.38.19          (Fri Aug 25 23:59:17 2006)
xueyu        was created from 218.18.41.127        (Fri Aug 25 23:59:19 2006)
lypd         was created from 58.60.38.19          (Fri Aug 25 23:59:32 2006)
lypb         was created from 58.60.38.19          (Fri Aug 25 23:59:39 2006)
lyp          was created from 58.60.38.19          (Fri Aug 25 23:59:49 2006)
lypc         was created from 58.60.38.19          (Fri Aug 25 23:59:56 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:00:00 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:00:11 2006)
lypd         was created from 58.60.38.19          (Sat Aug 26 00:00:14 2006)
lypb         was created from 58.60.38.19          (Sat Aug 26 00:00:21 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:00:31 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:00:40 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:00:44 2006)
lypb         was created from 58.60.38.19          (Sat Aug 26 00:01:06 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:01:15 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:01:22 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:01:28 2006)
lypb         was created from 58.60.38.19          (Sat Aug 26 00:01:51 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:02:00 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:02:08 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:02:15 2006)
lypb         was created from 58.60.38.19          (Sat Aug 26 00:02:34 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:02:42 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:02:52 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:03:00 2006)
lypb         was created from 58.60.38.19          (Sat Aug 26 00:03:17 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:03:27 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:03:37 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:03:45 2006)
lypb         was created from 58.60.38.19          (Sat Aug 26 00:03:50 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:04:09 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:04:20 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:04:27 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:04:29 2006)
lypb         was created from 58.60.38.19          (Sat Aug 26 00:04:35 2006)
kankan       was created from 218.18.41.127        (Sat Aug 26 00:04:38 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:04:46 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:05:03 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:05:10 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:05:19 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:05:31 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:05:40 2006)
lypa         was created from 58.60.38.19          (Sat Aug 26 00:05:52 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:06:15 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:06:22 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:06:24 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:06:57 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:07:08 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:07:11 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:07:41 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:07:52 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:07:59 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:08:24 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:08:35 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:08:47 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:09:08 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:09:18 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:09:34 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:09:50 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:10:02 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:10:27 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:10:34 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:10:48 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:11:14 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:11:18 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:11:32 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:12:02 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:12:08 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:12:16 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:12:46 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:12:52 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:12:58 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:13:28 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:13:41 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:13:46 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:14:11 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:14:24 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:14:35 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:14:55 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:15:10 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:15:28 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:15:39 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:15:54 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:16:17 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:16:23 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:16:41 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:17:05 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:17:06 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:17:25 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:17:51 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:17:53 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:18:04 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:18:34 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:18:47 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:18:48 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:19:16 2006)
lypc         was created from 58.60.38.19          (Sat Aug 26 00:19:33 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:19:36 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:19:59 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:20:23 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:20:34 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:21:13 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:21:19 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:22:03 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:22:06 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:22:53 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:22:57 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:23:36 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:23:44 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:24:21 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:24:30 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:25:06 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:25:16 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:25:49 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:26:02 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:26:32 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:26:49 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:27:18 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:27:37 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:27:59 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:28:27 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:28:42 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:29:12 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:29:16 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:29:58 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:30:08 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:30:40 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:30:54 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:31:22 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:31:41 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:32:04 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:32:26 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:32:46 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:33:18 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:33:29 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:34:04 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:34:12 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:34:49 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:34:55 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:35:37 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:35:47 2006)
kanxia       was created from 218.18.41.127        (Sat Aug 26 00:35:55 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:36:20 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:36:32 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:37:03 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:37:19 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:37:46 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:38:05 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:38:21 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:38:54 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:38:58 2006)
lyp          was created from 58.60.38.19          (Sat Aug 26 00:39:41 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:39:43 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:40:33 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:41:19 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:42:08 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:42:58 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:43:42 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:44:42 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:45:28 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:46:16 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:47:02 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:47:50 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:48:36 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:49:21 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:50:08 2006)
wwing        was created from 61.183.66.70         (Sat Aug 26 00:50:52 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:50:53 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:51:46 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:52:29 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:53:31 2006)
wwwing       was created from 61.183.66.70         (Sat Aug 26 00:53:36 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:54:15 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:55:15 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:56:00 2006)
xueyu        was created from 218.18.41.127        (Sat Aug 26 00:57:02 2006)
ljla         was created from 58.60.38.19          (Sat Aug 26 01:17:20 2006)
ljlb         was created from 58.60.38.19          (Sat Aug 26 01:17:37 2006)
nashu        was created from 219.239.109.4        (Sat Aug 26 01:37:16 2006)
txwxzmg      was created from 58.210.82.22         (Sat Aug 26 06:27:01 2006)
zmg          was created from 58.210.82.22         (Sat Aug 26 07:13:20 2006)
zmg          was created from 58.210.82.22         (Sat Aug 26 07:15:15 2006)
zmg          was created from 58.210.82.22         (Sat Aug 26 07:18:26 2006)
zmg          was created from 58.210.82.22         (Sat Aug 26 07:19:47 2006)
ljlc         was created from 58.60.38.19          (Sat Aug 26 07:38:18 2006)
fyin         was created from 218.17.75.227        (Sat Aug 26 07:50:26 2006)
wdyue        was created from 218.17.75.227        (Sat Aug 26 08:01:36 2006)
wdyue        was created from 218.17.75.227        (Sat Aug 26 08:03:06 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:09:16 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:10:05 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:11:04 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:12:06 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:13:07 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:13:54 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:14:40 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:15:47 2006)
fzmei        was created from 218.17.75.227        (Sat Aug 26 08:16:59 2006)
kankan       was created from 218.17.75.227        (Sat Aug 26 08:44:25 2006)
xxdafa       was created from 124.90.224.177       (Sat Aug 26 08:57:27 2006)
wdyue        was created from 218.17.75.227        (Sat Aug 26 09:02:02 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:14:26 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:16:35 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:17:34 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:19:06 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:20:06 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:21:00 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:22:43 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:23:46 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:24:45 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:26:00 2006)
feiyang      was created from 220.172.25.144       (Sat Aug 26 09:26:52 2006)
okkok        was created from 124.90.224.177       (Sat Aug 26 09:27:08 2006)
